1;EXPORT 24JAN24;;MISSING MIGRANTS  - Tracking Deaths Along Migratory Routes;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;;;IOM - International Organization for Migration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;;;www.missingmigrants.iom.int;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;;;Missing Migrants Project is a joint initiative of IOM's Global Migration Data Analysis Centre (GMDAC) and Media and Communications Division (MCD). ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;UNITED case ID nr.;Incident ID;Main ID;Web ID    (old);Region of Incident;Website Date;Number Dead;Minimum Estimated Number of Missing;Total Dead and Missing;Number of Survivors;Number of Females;Number of Males;Number of Children;Region of Origin;Country of Origin;Cause of Death;Article title;Location of Death;Information Source;LAT;LONG;URL;Migration Route;Source Quality;Incident Type;UNSD Geographical Grouping;Reported Date;Reported Year;Reported Month;IOM Coordinates Getallen omdraaien, onderste eerst in FM  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1282;;2019.MMP01540;2019.MMP01540;;Northern Africa;29/10/19;4;1;5;29;;;;Unknown;Unknown;Mixed or unknown;Fallecen cuatro migrantes en su intento de llegar a Canarias en cayuco;607km south of Gran Canaria, Canary Islands, Spain;Europa Press, EFE;LAT  23.612954113;LONG  -21.137810726;http://bit.ly/2PsO1wo;Western Africa / Atlantic route to the Canary Islands;3;Incident;Northern Africa;;2019;October;23.612954113, -21.137810726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4194;;2019.MMP01539;2019.MMP01539;;Mediterranean;28/10/19;1;;1;40;;1;1;Southern Asia;Afghanistan;Drowning;;Off the coast of Küçükkuyu, Ayvac?k, Çanakkale, Türkiye - en route to Lesvos, Greece;IOM Türkiye;LAT  39.479249275;LONG  26.56620562;;Eastern Mediterranean;4;Incident;Uncategorized;;2019;October;39.479249275, 26.56620562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4195;;2019.MMP01528;2019.MMP01528;;Western Africa;28/10/19;1;;1;;;1;;Western Africa;Senegal;Sickness / lack of access to adequate healthcare;;Clinic in Niamey, Niger - after returning from Libya;IOM Niger;LAT  13.5115963;LONG  2.1253854;;Sahara Desert crossing;4;Incident;Western Africa;;2019;October;13.5115963, 2.1253854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2386;;2019.MMP01536;2019.MMP01536;;Northern Africa;27/10/19;2;;2;;;2;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Sabha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  27.02249;LONG  14.44099;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;27.02249, 14.44099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4196;;2019.MMP01535;2019.MMP01535;;Mediterranean;27/10/19;1;;1;;;1;;Unknown;Unknown;Drowning;Hallan el cadáver de un inmigrante en estado de descomposición frente a la costa de Cartagena;Off the coast of Cartagena, Murcia, Spain - boat departed from Algeria;La Verdad, Las Provincias;LAT  37.413749276;LONG  -0.933957415;http://bit.ly/2WlQB8O;Western Mediterranean;3;Incident;Uncategorized;;2019;October;37.413749276, -0.933957415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4197;;2019.MMP01537;2019.MMP01537;;Northern Africa;27/10/19;1;;1;;1;;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  24.02565;LONG  13.404221;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;24.02565, 13.404221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4198;;2019.MMP01538;2019.MMP01538;;Northern Africa;27/10/19;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Sabha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  27.02249;LONG  14.44099;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;27.02249, 14.44099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4199;;2019.MMP01530;2019.MMP01530;;Northern Africa;26/10/19;1;;1;;1;;1;Eastern Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Unspecified location in the desert, Sudan;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  16.698558;LONG  35.640549;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;16.698558, 35.640549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4200;;2019.MMP01531;2019.MMP01531;;Northern Africa;26/10/19;1;;1;;1;;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Bani Walid, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  31.76402;LONG  14.03511;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;31.76402, 14.03511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4201;;2019.MMP01533;2019.MMP01533;;Northern Africa;26/10/19;1;;1;;;1;1;Northern Africa;Morocco;Vehicle accident / death linked to hazardous transport;Un menor marroquí muere dramáticamente aplastado por un camión en Nador;Calle Tánger, Nador, Morocco - when attempting to cling to the undercarriage of the truck;Association Marocaine des Droits Humains - Section Nador, El Faro de Ceuta, Ariffino;LAT  35.1686165;LONG  -2.9275836;http://bit.ly/2MTrvv1;;4;Incident;Northern Africa;;2019;October;35.1686165, -2.9275836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4202;;2019.MMP01527;2019.MMP01527;;Western Africa;26/10/19;1;;1;;1;;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Agadez, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  16.97314;LONG  7.98974;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;16.97314, 7.98974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2387;;2019.MMP01526;2019.MMP01526;;Western Africa;25/10/19;2;;2;;1;1;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location, Mali near border with Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  3.896209;LONG  16.202604;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;3.896209, 16.202604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4203;;2019.MMP01529;2019.MMP01529;;Northern Africa;25/10/19;1;;1;;1;;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  23.90518;LONG  13.316331;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;23.90518, 13.316331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2388;;2019.MMP01522;2019.MMP01522;;Western Africa;24/10/19;2;;2;;2;;;Sub-Saharan Africa (P);Unknown;Vehicle accident / death linked to hazardous transport;;Zinder, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  13.80479;LONG  8.98768;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;13.80479, 8.98768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2389;;2019.MMP01523;2019.MMP01523;;Western Africa;24/10/19;2;;2;;;2;;Sub-Saharan Africa (P);Unknown;Harsh environmental conditions / lack of adequate shelter, food, water;;Arelate, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  18.737873;LONG  7.389078;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;18.737873, 7.389078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;;2019.MMP01519;2019.MMP01519;;Europe;23/10/19;39;;39;;8;31;3;Southern Asia;Viet Nam;Vehicle accident / death linked to hazardous transport;Murder investigation launched after 39 people found dead in lorry container;Inside a lorry container parked at Waterglade Industrial Park, Eastern Avenue, Grays, Essex, England, UK;Essex Police;LAT  51.478385361;LONG  0.268362366;http://bit.ly/2P7CItk;English Channel to the UK;5;Incident;Northern Europe;;2019;October;51.478385361, 0.268362366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2390;;2019.MMP01520;2019.MMP01520;;Mediterranean;23/10/19;1;1;2;32;;1;1;Western / Southern Asia (P);Unknown;Vehicle accident / death linked to hazardous transport;;Off the coast of Kos, Greece - collision between a rubber boat and a coast guard vessel;Hellenic Coast Guard via IOM Greece;LAT  36.919375068;LONG  27.308016896;http://hcg.gr/node/21470;Eastern Mediterranean;5;Incident;Uncategorized;;2019;October;36.919375068, 27.308016896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2391;;2019.MMP01512;2019.MMP01512;;Western Africa;23/10/19;2;;2;;2;;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location, in the desert before Libya border, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  22.89693;LONG  12.964768;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;22.89693, 12.964768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2392;;2019.MMP01521;2019.MMP01521;;Western Africa;23/10/19;2;;2;;1;1;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location, in the desert border with Libya, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  22.89693;LONG  12.964768;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;22.89693, 12.964768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4204;;2019.MMP01517;2019.MMP01517;;Western Africa;23/10/19;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Agadez, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  16.97314;LONG  7.98974;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;16.97314, 7.98974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4205;;2019.MMP01513;2019.MMP01513;;Northern Africa;22/10/19;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Harsh environmental conditions / lack of adequate shelter, food, water;The hidden ‘battlefield’ - struggles for freedom of movement in Morocco;Body found on the Algeria-Morocco border, near Oujda, Morocco;Alarm Phone;LAT  34.6820639;LONG  -1.9002861;http://bit.ly/32EQSoN;;4;Incident;Northern Africa;;2019;October;34.6820639, -1.9002861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4206;;2019.MMP01504;2019.MMP01504;;Western Africa;22/10/19;1;0;1;0;;;;Western Africa;Niger;Sickness / lack of access to adequate healthcare;;Niamey, Niger;Civil Protection NIGER;LAT  13.5115963;LONG  2.1253854;;Sahara Desert crossing;4;Incident;Western Africa;;2019;October;13.5115963, 2.1253854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1753;;2019.MMP01502;2019.MMP01502;;Middle Africa;21/10/19;3;;3;;;3;;Sub-Saharan Africa (P);Unknown;Vehicle accident / death linked to hazardous transport;;Unspecified location in Chad;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  19.166231;LONG  18.046026;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Middle Africa;;2019;October;19.166231, 18.046026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2393;;2019.MMP01498;2019.MMP01498;;Middle Africa;20/10/19;2;;2;;;2;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location, in the desert before Libya, Chad;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  21.646457;LONG  19.128098;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Middle Africa;;2019;October;21.646457, 19.128098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;;2019.MMP01499;2019.MMP01499;;Mediterranean;19/10/19;;57;57;;;10;;Mixed;Unknown;Drowning;;Off the coast of Tripoli, Libya;Nuovi Desaparecidos;LAT  33.208868544;LONG  13.158074047;;Central Mediterranean;4;Incident;Uncategorized;;2019;October;33.208868544, 13.158074047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2394;;2019.MMP01486;2019.MMP01486;;Western Africa;18/10/19;2;;2;;;2;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Timbuktu, Mali;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  16.77011;LONG  -3.0042;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;16.77011, -3.0042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4207;;2019.MMP01497;2019.MMP01497;;Mediterranean;18/10/19;1;;1;;;1;;Northern Africa;Morocco;Drowning;La historia de Moad, el joven hallado muerto en la playa del Chorrillo;Body recovered on Playa del Chorrillo, Ceuta, Spain;El Faro de Ceuta, Association Marocaine des Droits Humains - Section Nador;LAT  35.884048256;LONG  -5.323206655;http://bit.ly/2MwitUr;Western Mediterranean;4;Incident;Uncategorized;;2019;October;35.884048256, -5.323206655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4208;;2019.MMP01496;2019.MMP01496;;Western Asia;18/10/19;1;;1;;;1;;Western / Southern Asia (P);Unknown;Drowning;Meriç Nehri K?y?s?nda Ceset Bulundu;Evros/Meriç river, Adasarhanl?, Meriç district, Edirne, Türkiye;Edirne JetHaber;LAT 41.081101711;LONG 26.312431238;http://bit.ly/2toekLq;Türkiye-Europe land route;1;Incident;Western Asia;;2019;October;41.081101711, 26.312431238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1754;;2019.MMP01490;2019.MMP01490;;Northern Africa;17/10/19;3;;3;;1;1;;Sub-Saharan Africa (P);Unknown;Vehicle accident / death linked to hazardous transport;;Ghat, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  24.98196;LONG  10.18759;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;24.98196, 10.18759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4209;;2019.MMP01488;2019.MMP01488;;Northern Africa;17/10/19;1;;1;;1;;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  23.995543;LONG  12.580247;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;23.995543, 12.580247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4210;;2019.MMP01491;2019.MMP01491;;Northern Africa;17/10/19;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Sabha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  27.02249;LONG  14.44099;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;27.02249, 14.44099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4211;;2019.MMP01492;2019.MMP01492;;Northern Africa;17/10/19;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Harsh environmental conditions / lack of adequate shelter, food, water;;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  23.995543;LONG  12.580247;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;23.995543, 12.580247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4212;;2019.MMP01485;2019.MMP01485;;Western Africa;17/10/19;1;;1;;1;;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Zinder, Niger;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  13.80479;LONG  8.98768;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Western Africa;;2019;October;13.80479, 8.98768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2395;;2019.MMP01487;2019.MMP01487;;Northern Africa;16/10/19;2;;2;;1;1;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  23.995543;LONG  12.580247;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;23.995543, 12.580247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4213;;2019.MMP01472;2019.MMP01472;;Western Africa;16/10/19;1;;1;1;;1;;Western Africa;Niger;Mixed or unknown;;Dirkou Health Center, Niger - right after crossing the border from Libya;IOM Niger;LAT  19.0048181;LONG  13.0817903;;Sahara Desert crossing;4;Incident;Western Africa;;2019;October;19.0048181, 13.0817903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556;;2019.MMP01892;2019.MMP01892;;Northern Africa;15/10/19;15;;15;;;15;;Sub-Saharan Africa (P);Unknown;Violence;;Qatroun, Libya;IOM Mali Displacement Tracking Matrix;LAT  24.932709642;LONG  14.633247134;;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;24.932709642, 14.633247134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2396;;2019.MMP01476;2019.MMP01476;;Europe;14/10/19;2;;2;;;2;1;Western Asia;Iraq;Drowning;Le Touquet : un jeune migrant découvert mort sur la plage;Bodies recovered on Le Touquet, Pas-de-Calais, France;Franceinfo, Le Monde, Institute of Race Relations;LAT  50.524419784;LONG  1.556037456;http://bit.ly/2pm5ZW8;English Channel to the UK;4;Incident;Western Europe;;2019;October;50.524419784, 1.556037456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2397;;2019.MMP01475;2019.MMP01475;;Mediterranean;14/10/19;2;;2;33;2;;2;Western Asia;Syrian Arab Republic;Drowning;;Off the coast of Alt?nova, Ayval?k, Bal?kesir province, Türkiye;IOM Türkiye, Turkish Coast Guard;LAT  39.207629333;LONG  26.683134343;http://bit.ly/2IM85We;Eastern Mediterranean;5;Incident;Uncategorized;;2019;October;39.207629333, 26.683134343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4214;;2019.MMP01477;2019.MMP01477;;Northern Africa;14/10/19;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  32.42189;LONG  75.99627;http://www.mixedmigration.org/4mi/;;2;Incident;Northern Africa;;2019;October;32.42189, 75.99627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1755;;2019.MMP01454;2019.MMP01454;;Northern Africa;12/10/19;3;;3;;1;1;3;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location in the Sahara desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  14.351666;LONG  24.134496;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;14.351666, 24.134496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2398;;2019.MMP01463;2019.MMP01463;;Northern Africa;12/10/19;2;;2;;;2;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Sabha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  27.02249;LONG  14.44099;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;27.02249, 14.44099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2399;;2019.MMP01464;2019.MMP01464;;Northern Africa;12/10/19;2;;2;;1;1;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Sabha, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  27.02249;LONG  14.44099;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;27.02249, 14.44099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2400;;2019.MMP01465;2019.MMP01465;;Northern Africa;12/10/19;2;;2;;;2;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  32.42189;LONG  75.99627;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;32.42189, 75.99627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401;;2019.MMP01466;2019.MMP01466;;Northern Africa;12/10/19;2;;2;;;2;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Qatrun, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  32.42189;LONG  75.99627;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;32.42189, 75.99627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4215;;2019.MMP01468;2019.MMP01468;;Europe;12/10/19;1;;1;;;1;1;Southern Asia;Afghanistan;Vehicle accident / death linked to hazardous transport;;Died in the hospital in Gevgelija, North Macedonia - after being found severely injured on 1 October 2019 near the railway station in Gevgelija;IOM North Macedonia, Ministry of Interior of North Macedonia;LAT  41.1444831;LONG  22.5056571;;Western Balkans;5;Incident;Southern Europe;;2019;October;41.1444831, 22.5056571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4216;;2019.MMP01453;2019.MMP01453;;Middle Africa;12/10/19;1;;1;;1;;1;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location, in the desert at the border with Chad;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  22.298505;LONG  19.128098;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Middle Africa;;2019;October;22.298505, 19.128098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4217;;2019.MMP01461;2019.MMP01461;;Northern Africa;12/10/19;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Umm Al Aranib, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  26.140951;LONG  14.735026;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;26.140951, 14.735026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4218;;2019.MMP01462;2019.MMP01462;;Northern Africa;12/10/19;1;;1;;;;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Unspecified location in Libya near the border with Algeria;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  9.804399;LONG  25.886678;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;9.804399, 25.886678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2402;;2019.MMP01458;2019.MMP01458;;Northern Africa;11/10/19;2;;2;;;1;1;Sub-Saharan Africa (P);Unknown;Drowning;The hidden ‘battlefield’ - struggles for freedom of movement in Morocco;Bodies recovered on the coast of Oum Lbair, near Dakhla, Western Sahara Territories;Alarm Phone;LAT  23.7418868;LONG  -15.9335482;http://bit.ly/32EQSoN;Western Africa / Atlantic route to the Canary Islands;4;Incident;Northern Africa;;2019;October;23.7418868, -15.9335482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2403;;2019.MMP01460;2019.MMP01460;;Northern Africa;11/10/19;2;;2;;2;;;Sub-Saharan Africa (P);Unknown;Mixed or unknown;;Zuwara, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  32.92432;LONG  12.09157;http://www.mixedmigration.org/4mi/;;2;Incident;Northern Africa;;2019;October;32.92432, 12.09157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4219;;2019.MMP01459;2019.MMP01459;;Northern Africa;11/10/19;1;;1;;;1;;Eastern Africa (P);Unknown;Violence;;Unspecified location in the desert, Libya;Mixed Migration Monitoring Mechanism Initiative (4Mi);LAT  21.891326;LONG  22.995286;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2019;October;21.891326, 22.995286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
