Event id;Date;Year;Description;Location;Source;Source URL;Data set;Del Grande ID;Dead and missing;crossing-to;crossing-from;death-in;lng;lat;route;Cause of death
1293;12/08/2000 02:00;2000;Shipwreck off the coast of Almeria, 4 dead bodies recovered (Aug 12, 2000);almeria;El Mundo;http://www.elmundo.es/elmundo/2000/08/12/sociedad/966101717.html;Del grande;341;4;;;Spain;-2.463714;36.834047;Western Mediteranean route;
1292;12/08/2000 02:00;2000;26 died in a shipwreck off the coast of Mayotte (Aug 12, 2000);mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;342;26;;;Mayotte;45.166244;-12.8275;;
1287;01/09/2000 02:00;2000;2 killed in minefields along the Evros River at the border with Turkey, Kipi. Attempting to cross the border on foot (Sep 1, 2000);evros;Macedonian Press Agency;http://www.hri.org/cgi-bin/brief?/news/greek/mpab/2000/00-09-01.mpab.html#09;Del grande;347;2;;;Greece;26.135943;41.244376;Eastern Mediteranean route Land;
1286;06/09/2000 02:00;2000;Shipwreck in the Strait, off the coast of Ceuta, 2 dead and 7 missing (Sep 6, 2000);ceuta;El Pais;http://www.elpais.com/articulo/espana/ESPAnA/ESPAnA/MARRUECOS/ESPAnA/aFRICA/muertos/desaparecidos/naufragar/patera/Estrecho/elpepiesp/20000906elpepinac_18/Tes;Del grande;348;9;;;Spain;-5.324636;35.888384;Western Mediteranean route;
1284;17/09/2000 02:00;2000;Upturned boat stranded off the coast of Skhirat, was directed in Spain, 1 dead and 9 missing (Sep 17, 2000);Skhirat, Morocco;Ansa;http://dea.ansa.it/;Del grande;350;10;;;Morocco;-7.03;33.85;;
1283;22/09/2000 02:00;2000;Party from Hamchako, Anjouan, a kwassa kwassa is shipwrecked off the coast of Anjouan, on the route to Mayotte: 12 dead (Sep 22, 2000);mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;351;12;;;Comoros;45.166244;-12.8275;;
1278;04/10/2000 02:00;2000;Tucked away in a truck to get to Germany, a man dies in a car accident (Oct 4, 2000);Czech Republic;Deutsche Press Agentur;http://www.dpa.de/;Del grande;356;1;;;Czech Republic;15.472962;49.817492;;
1274;26/10/2000 02:00;2000;1 dead, 3 hospitalized in serious condition in hospital of Vieste (Foggia), were hidden in a container on a Greek ship direct to Ancona (Oct 26, 2000);ancona;Ansa;http://dea.ansa.it/;Del grande;360;1;;;Italy;13.518915;43.61583;;
1272;30/10/2000 01:00;2000;Shipwreck on the routes between Anjouan and Mayotte, in the Indian Ocean: 11 dead (Oct 30, 2000);mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;362;11;;;Mayotte;45.166244;-12.8275;;
1271;01/11/2000 01:00;2000;Man killed by Greek police in Kastoria, the border between Greece and Albania. A driving a car loaded with illegal immigrants, had not stopped at the checkpoint (Nov 1, 2000);kastoria;Amnesty;http://web.amnesty.org/library/index/engeur250222002;Del grande;363;1;;;Greece;21.268717;40.519269;;
1270;02/11/2000 01:00;2000;Recovered on the beaches of Tarifa the corpse of a drowned man (Nov 2, 2000);tarifa;El Pais;http://www.elpais.com/articulo/espana/ESPAnA/Recuperado/cadaver/magrebi/detenidos/33/inmigrantes/clandestinos/costa/Tarifa/elpepiesp/20001102elpepinac_15/Tes;Del grande;364;1;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1269;13/11/2000 01:00;2000;"Mayotte. Young throws herself from the ship ""Ville de Sima"" returnee who was in Anjouan and drowns (Nov 13, 2000)";mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;365;1;;;Mayotte;45.166244;-12.8275;;
1266;20/11/2000 01:00;2000;2 men drown trying to cross the Sava River to cross the border with Croatia (Nov 20, 2000);sava;Ohr;http://www.ohr.int/ohr-dept/presso/bh-media-rep/summaries-tv/rtrs/default.asp?content_id=2431;Del grande;368;2;;;Bosnia and Herzegovina;17.557323;40.403712;Apulia & Calbria;
1264;03/12/2000 01:00;2000;A young man just landed in Tarifa is killed by a shot of an officer of the Civil Guard (Dec 3, 2000);tarifa;El Pais;http://www.elpais.com/articulo/espana/CaDIZ/TARIFA_/CaDIZ/ESPAnA/ESPAnA/MARRUECOS/GUARDIA_CIVIL/magrebi/muere/disparo/guardia/civil/desembarcar/patera/Tarifa/elpepiesp/20001204elpepinac_1/Tes;Del grande;370;1;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1263;04/12/2000 01:00;2000;Shipwreck 4 km from the coast of Anjouan, a kwassa kwassa direct Mayotte: 17 dead (Dec 4, 2000);mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;371;17;;;Comoros;45.166244;-12.8275;;
1262;05/12/2000 01:00;2000;He died asphyxiated by the gas motor on the boat which was traveling towards Tarifa (Dec 5, 2000);tarifa;El Pais;http://www.elpais.com/articulo/espana/ESPAnA/ESPAnA/MARRUECOS/magrebi/muere/asfixiado/gases/motor/barca/iba/otros/31/indocumentados/elpepiesp/20001205elpepinac_11/Tes;Del grande;372;1;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1261;06/12/2000 01:00;2000;Probably killed by truck in which they were hiding to land in Spain, 2 men die hit by two cars, one in Cadiz and the other in Almeria (Dec 6, 2000);cadiz;El Pais;http://www.elpais.com/articulo/espana/ESPAnA/EUROPA_ORIENTAL/ESPAnA/MARRUECOS/marroqui/lituano/arrollados/sendos/accidentes/Cadiz/Almeria/elpepiesp/20001206elpepinac_7/Tes;Del grande;373;2;;;Spain;-6.288596;36.527061;Western Mediteranean route;
1260;09/12/2000 01:00;2000;Found the bodies of four men drowned in the waters of Ceuta and Castillejos, probably victims of a shipwreck that you do not know anything. Since January 2000, according to official sources, the bodies recovered in the waters of Ceuta are 17 (Dec 9, 2000);ceuta;El Pais;http://www.elpais.com/articulo/espana/MARRUECOS/ESPAnA/ESPAnA/MARRUECOS/Desmantelada/red/inmigracion/ilegal/120/detenidos/Marruecos/elpepiesp/20001209elpepinac_22/Tes;Del grande;374;4;;;Spain;-5.324636;35.888384;Western Mediteranean route;
1259;10/12/2000 01:00;2000;Found on the beaches of Tarifa the bodies of 3 young drowned (Dec 10, 2000);tarifa;El Pais;http://www.elpais.com/articulo/espana/ESPAnA/ESPAnA/aFRICA/Guardia/Civil/halla/aguas/Tarifa/cadaveres/inmigrantes/elpepiesp/20001210elpepinac_16/Tes;Del grande;375;3;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1258;15/12/2000 01:00;2000;Man dies asphyxiated traveling for hours hidden in the trunk of a car to enter illegally in Sweden (Dec 15, 2000);sweden;Migration News Sheet;http://www.migpolgroup.com/topics/2054.html;Del grande;376;1;;;Sweden;18.643501;60.128161;;
1257;15/12/2000 01:00;2000;Direct in Germany, a man dying of starvation through the desert on the border between Kazakhstan and Russia (Dec 15, 2000);Russia;Migration News Sheet;http://www.migpolgroup.com/topics/2054.html;Del grande;377;1;;;Russia;105.318756;61.52401;;
1254;19/12/2000 01:00;2000;Six men traveling without a visa in a car, near the Croatian border the driver escapes a roadblock, police car chases, shoots and kills the man at the helm (Dec 19, 2000);croatia;Ansa;http://dea.ansa.it/;Del grande;380;1;;;Slovenia;15.2;45.1;Western Balkan route;
1253;21/12/2000 01:00;2000;Landing in Alimini near Otranto, 1 dead and 2 missing (Dec 21, 2000);otranto;Ansa;http://dea.ansa.it/;Del grande;381;3;;;Italy;18.491168;40.143898;Apulia & Calbria;
1251;22/12/2000 01:00;2000;Found on the beaches of Tarifa bodies of drowned 8 castaways (Dec 22, 2000);tarifa;El Pais;http://www.elpais.com/articulo/espana/ESPAnA/ESPAnA/MARRUECOS/Hallado/cadaver/magrebi/costa/Tarifa/elpepiesp/20001222elpepinac_11/Tes;Del grande;383;8;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1247;27/12/2000 01:00;2000;Recovered a dead body of a fisherman on the beach of Cerano, Brindisi (Dec 27, 2000);brindisi;Ansa;http://dea.ansa.it/;Del grande;387;1;;;Italy;17.941762;40.632728;Apulia & Calbria;
1244;03/01/2001 01:00;2001;Found the body of a man in an advanced state of decomposition on a beach in Tarifa (Jan 3, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/Hallado/cadaver/indocumentado/Tarifa/elpepiesp/20010103elpepinac_16/Tes;Del grande;390;1;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1241;06/02/2001 01:00;2001;Recovered the bodies of 10 men drowned in a shipwreck in the waters of Tarifa, another 20 people are reported missing (Feb 6, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/mueren/naufragio/embarcacion/frente/playa/Tarifa/elpepiesp/20010206elpepinac_6/Tes;Del grande;393;30;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1240;08/02/2001 01:00;2001;2 dead in the hold of a freighter turkish party from Tunisia and landed in Brindisi, where were hidden, probably killed by the fumes of the cargo oil sanza (Feb 8, 2001);brindisi;Ansa;http://dea.ansa.it/;Del grande;394;2;;;Italy;17.941762;40.632728;Apulia & Calbria;
1239;11/02/2001 01:00;2001;2 bodies recovered in an advanced state of decomposition on the beaches of Tarifa, perhaps drowned in the sinking of the last week (Feb 11, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/RECUPERADOS/CADaVERES/COSTA/TARIFA/elpepiesp/20010211elpepinac_2/Tes;Del grande;395;2;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1238;26/02/2001 01:00;2001;A truck party to Libya is lost in the desert to avoid border controls of Tidjeri. Three people are able to raise the alarm, but help arrives the Libyan army is only 40 survivors. The Niger police recovered 23 bodies. Another 27 people were buried in the sand by the 40 survivors (Feb 26, 2001);libyan;Le Monde diplomatique;http://www.monde-diplomatique.fr/2001/09/BENSAAD/15645;Del grande;396;50;;;Libya;17.228331;26.3351;;
1236;05/03/2001 01:00;2001;Madrid, discovered a corpse inside a container left from Casablanca, Morocco (Mar 5, 2001);casablanca;Migration News Sheet;http://www.migpolgroup.com/topics/2054.html;Del grande;398;1;;;Spain;-7.583333;33.533333;;
1235;05/03/2001 01:00;2001;Recovered the bodies of two men drowned off the coast of Tarifa (Mar 5, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/Guardia/Civil/recupera/cadaveres/costa/Tarifa/elpepiesp/20010305elpepinac_19/Tes;Del grande;399;2;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1232;18/03/2001 01:00;2001;Recovered a dead body in front of a backdrop of the island of Pantelleria (Mar 18, 2001);pantelleria;Ansa;http://dea.ansa.it/;Del grande;402;1;;;Italy;11.940496;36.828221;Central Mediteranean route;
1228;14/04/2001 02:00;2001;One person dies electrocuted while trying to climb over the fences of the terminal of the Channel Tunnel near Calais (Apr 14, 2001);calais;Le Monde;http://www.lemonde.fr/web/recherche_breve/1;Del grande;406;1;;;France;1.858686;50.95129;;
1226;26/04/2001 02:00;2001;Two dead in Calais trying to hide under the direct trains Channel in England (Apr 26, 2001);calais;British Broadcasting Corporation;http://www.hambastegi.org/internationalnews/news043001.htm;Del grande;408;2;;;France;1.858686;50.95129;;
1225;04/05/2001 02:00;2001;1 body found in the ship's hold cargo Epic game from New Guinea with a cargo of timber (May 4, 2001);Italy;Ansa;http://dea.ansa.it/;Del grande;409;1;;;Italy;12.56738;41.87194;;
1224;08/05/2001 02:00;2001;1 body found along the coast of Tarifa (May 8, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/Otros/165/inmigrantes/buscan/futuro/patera/elpepiesp/20010509elpepinac_23/Tes;Del grande;410;1;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1223;18/05/2001 02:00;2001;The Libyan authorities announced that they had found in the desert near Murzuq, 93 corpses in a state of decomposition. They were part of a group party from Niger on May 8 and got stuck in the desert after an engine failure the truck they were traveling in 165. The survivors are 25. Another 47 people are reported missing, surely death within a few kilometers (May 18, 2001);libyan;Le Monde;http://www.lemonde.fr/cgi-bin/ACHATS/acheter.cgi?offre=ARCHIVES&type_item=ART_ARCH_30J&objet_id=705829;Del grande;411;140;;;Libya;17.228331;26.3351;;
1220;25/05/2001 02:00;2001;Two dead along the coast of Spain, one in Cadiz and one in Fuerteventura, in the Canary Islands (May 25, 2001);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/muertos/78/detenidos/costas/Cadiz/Fuerteventura/elpepiesp/20010525elpepinac_45/Tes;Del grande;414;2;;;Spain;-14.053676;28.358744;Western African route;
1218;10/06/2001 02:00;2001;They die in Trani, Bari, 12 people, thrown overboard by traffickers. The survivors are 22. (Jun 10, 2001);bari;La Repubblica;http://www.repubblica.it/online/cronaca/sbarco/precedenti/precedenti.html;Del grande;416;12;;;Italy;16.871871;41.117143;Apulia & Calbria;
1217;11/06/2001 02:00;2001;Sinks into the Morava River, on the border between Slovakia and the Czech Republic, boat migrants to Germany. 20 drowned (Jun 11, 2001);morava;Radio Praha;http://www.radio.cz/en/article/10876;Del grande;417;20;;;Czech Republic;16.60673;49.195098;;
1216;11/06/2001 02:00;2001;Found on a beach of Tarifa the corpse of a drowned man (Jun 11, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/Guardia/Civil/encuentra/cadaver/inmigrante/Tarifa/interceptar/papeles/elpepuesp/20010611elpepunac_2/Tes;Del grande;418;1;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1214;14/06/2001 02:00;2001;Landing in Frigole, Lecce, a man dies for head injury during the trip, slamming against the side of a boat (Jun 14, 2001);lecce;Ansa;http://dea.ansa.it/;Del grande;420;1;;;Italy;18.175016;40.351516;Apulia & Calbria;
1213;15/06/2001 02:00;2001;A boat hits a rocky islet of Chtapodia, in the Cyclades, and sinks, 6 drowned (Jun 15, 2001);Chtapodia, greece;Ansa;http://dea.ansa.it/;Del grande;421;6;;;Greece;25.568889;37.411111;Eastern Mediteranean route Sea;
1211;18/06/2001 02:00;2001;Tucked away in the undercarriage of a plane at Gatwick, man rushes to the opening of the truck from a height of several hundred meters (Jun 18, 2001);gatwick;Telegraph;http://www.telegraph.co.uk/news/main.jhtml?xml=/news/2000/12/26/nstow26.xml;Del grande;423;1;;;Great Britain;-0.165058;51.155455;;
1210;28/06/2001 02:00;2001;Rescued a boat with 62 passengers in the waters of Tarifa, 1 died on board (Jun 28, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/Rescatada/patera/deriva/Tarifa/62/africanos/cadaver/elpepiesp/20010628elpepinac_22/Tes;Del grande;424;1;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1209;05/07/2001 02:00;2001;A frozen to death on the border crossings between Bulgaria and Greece (Jul 5, 2001);bulgaria;Migration News Sheet;http://www.migpolgroup.com/topics/2054.html;Del grande;425;1;;;Greece;25.48583;42.733883;Eastern Mediteranean route Land;
1208;09/07/2001 02:00;2001;Ragusa: 4 people thrown overboard by traffickers drown trying to swim to the coast (Jul 9, 2001);ragusa;La Repubblica;http://www.repubblica.it/2004/a/sezioni/cronaca/clandestini/cronotra/cronotra.html;Del grande;426;4;;;Italy;14.725513;36.926927;Central Mediteranean route;
1207;10/07/2001 02:00;2001;3 bodies recovered off the coast of Dubrovnik, between Scoglitti and Marina di Ragusa (Jul 10, 2001);scoglitti;Ansa;http://dea.ansa.it/;Del grande;427;3;;;Italy;14.42889;36.893322;Central Mediteranean route;
1206;12/07/2001 02:00;2001;A man died in hospital in Catania landed in Sicily on July 2 and wounded in the head with an oar by traffickers (Jul 12, 2001);catania;Ansa;http://dea.ansa.it/;Del grande;428;1;;;Italy;15.082851;37.508039;Central Mediteranean route;
1205;14/07/2001 02:00;2001;Turkish police shoot on a minibus load of immigrants who refuse to stop at a checkpoint in the region of Hatay, near Syria. 2 people are killed and 7 injured (Jul 14, 2001);syria;Turkish Daily News;http://www.turkishdailynews.com.tr/archives.php?id=24163;Del grande;429;2;;;Turkey;38.996815;34.802075;;
1203;16/07/2001 02:00;2001;Found on a beach in Los Lances, Tarifa in an abandoned boat, 2 bodies on board (Jul 16, 2001);tarifa;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/papeles/mueren/intentaban/alcanzar/costas/Tarifa/elpepiesp/20010716elpepinac_13/Tes;Del grande;431;2;;;Spain;-5.600819;36.018776;Western Mediteranean route;
1202;05/08/2001 02:00;2001;Party from Pomoni (Anjouan) and directed to Mayotte, a kwassa kwassa is shipwrecked off the coast of Gnignijou. Drown a 5 year old girl (Aug 5, 2001);mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;432;1;;;Comoros;45.166244;-12.8275;;
